news_url,title,text,source_name,date,topics,tickers,sentiment,Negative,Neutral,Positive
https://invezz.com/news/2025/11/15/nvidias-q3-earnings-next-week-one-print-to-move-the-entire-ai-supply-chain/?utm_source=snapi,Nvidia's Q3 earnings next week: one print to move the entire AI supply chain,"Nvidia is bracing for what could be the most consequential earnings reveal of the season. On November 19, the chip giant will unveil its third-quarter fiscal 2026 results, and the Street is watching closely.",Invezz,"Sat, 15 Nov 2025 05:00:00 -0500",['earnings'],NVDA,Neutral,0.13147950731344088,0.47923299772329486,0.3892874949632642
https://www.fool.com/investing/2025/11/15/why-did-softbank-just-sell-its-entire-nvidia-stake/,Why Did SoftBank Just Sell Its Entire Nvidia Stake?,SoftBank recently sold $5.83 billion of Nvidia shares. SoftBank management says the holding company is going all in on AI.,The Motley Fool,"Sat, 15 Nov 2025 04:20:00 -0500",[],NVDA,Negative,0.4966762873228657,0.18804082206614883,0.3152828906109856
https://www.reuters.com/business/finance/us-hedge-funds-trim-stakes-magnificent-seven-stocks-third-quarter-2025-11-15/,US hedge funds trim stakes in 'Magnificent Seven' stocks in third quarter,"Wall Street's largest hedge funds reduced exposure to ""Magnificent Seven"" stocks including Nvidia , Amazon , Alphabet and Meta in the third quarter, while taking new positions in application software, e-commerce and payments companies, according to regulatory filings on Friday.",Reuters,"Fri, 14 Nov 2025 19:53:31 -0500",[],NVDA,Positive,0.23589313047316096,0.34745529518935914,0.41665157433747996
https://www.zacks.com/commentary/2791497/nvidia-stock-highlights-buy-the-dip-targets-from-the-tech-sector?cid=CS-STOCKNEWSAPI-FT-investment_ideas-2791497,Nvidia Stock Highlights Buy the Dip Targets from the Tech Sector,Here are three primary reasons why this looks like an appealing time to buy Nvidia (NVDA) stock amid recent market volatility.,Zacks Investment Research,"Fri, 14 Nov 2025 19:21:06 -0500",[],NVDA,Positive,0.32227222234286035,0.23114160080046436,0.4465861768566752
https://www.fool.com/investing/2025/11/14/9-robotics-stocks-to-buy-before-the-automation-wav/,9 Robotics Stocks to Buy Before the Automation Wave Peaks,"Aging populations and wage inflation are making automation economically compelling across warehouses, factories, hospitals, and service industries. The robotics market encompasses a range of industries and niches, from mature surgical systems to warehouse automation and even humanoid platforms designed for household chores.",The Motley Fool,"Fri, 14 Nov 2025 19:00:00 -0500",['StocksToWatch'],NVDA,Positive,0.21552937506437136,0.31740190848494565,0.46706871645068304
https://www.investopedia.com/why-these-wall-street-experts-expect-big-things-from-nvidia-earnings-report-next-week-11849946,Why These Wall Street Experts Expect Big Things From Nvidia's Earnings Report Next Week,"Nvidia (NVDA) is set to report its latest earnings after the market closes next Wednesday, and analysts are expecting big things.",Investopedia,"Fri, 14 Nov 2025 18:30:49 -0500",['earnings'],NVDA,Neutral,0.21010360655038135,0.4519607304998865,0.33793566294973226
https://www.youtube.com/watch?v=bSvv0IHFqec,Options Action: Bullish options moves in Nvidia,Options trader Mike Khouw joins the 'Fast Money' traders to talk options action he is seeing in Nvidia.,CNBC Television,"Fri, 14 Nov 2025 18:16:21 -0500",[],NVDA,Neutral,0.20876251010309602,0.5312668696908283,0.2599706202060757
https://www.youtube.com/watch?v=-oFXVQdPJfs,Nvidia earnings: Key themes for investors to watch for,"Nvidia (NVDA) reports quarterly earnings on Wednesday. Wedbush Securities managing director of equity research, Matt Bryson, joins Yahoo Finance Head of News Myles Udland on Market Domination Overtime to outline what he's looking for in the release.",Yahoo Finance,"Fri, 14 Nov 2025 17:35:12 -0500",['earnings'],NVDA,Neutral,0.29532381515252043,0.4791004022082148,0.22557578263926464
https://www.investors.com/market-trend/the-big-picture/dow-jones-lags-stock-market-digs-in-sp500-nasdaq-nvidia-earnings-and-fed-minutes-loom/,"Stock Market Digs In But Dow Jones Lags; Nvidia Earnings, Jobs Report Loom","The stock market closed mixed, with the Dow Jones index lagging. Nvidia earnings, the September jobs report and the latest Fed minutes loom.",Investors Business Daily,"Fri, 14 Nov 2025 17:25:19 -0500","['earnings', 'paywall']",NVDA,Negative,0.3911725897322248,0.248190345029806,0.3606370652379691
https://www.youtube.com/watch?v=8HxiTucR9Kw,"US stocks recover from steep losses, Nvidia earnings preview","US stocks ended Friday's trading session mixed, with the Dow Jones Industrial Average falling just over 300 points while the Nasdaq Composite added 30 points. Yahoo Finance markets and data editor Jared Blikre breaks down the biggest market themes from today's trading day.",Yahoo Finance,"Fri, 14 Nov 2025 17:10:02 -0500",['earnings'],NVDA,Negative,0.4110361926709567,0.3174980068574572,0.27146580047158597
https://www.investopedia.com/did-stocks-just-stage-a-mini-panic-or-something-worse-what-experts-are-saying-11849868,Did Stocks Just Stage a 'Mini Panic'—or Something Worse? What Experts Are Saying,Tech stocks have at times appeared unstoppable this year. Now they're in a rut.,Investopedia,"Fri, 14 Nov 2025 16:30:40 -0500",[],NVDA,Positive,0.25644866292507895,0.22849577464750637,0.5150555624274147
https://247wallst.com/investing/2025/11/14/3-tech-stocks-that-will-beat-the-sp-500-next-year/?utm_source=snapi,3 Tech Stocks That Will Beat The S&P 500 Next Year,The tech sector has been one of the most reliable industries for long-term returns.,24/7 Wall Street,"Fri, 14 Nov 2025 14:20:42 -0500",[],NVDA,Positive,0.17565898852856338,0.2293556540099045,0.5949853574615321
https://www.zacks.com/stock/news/2747712/broadcom-nvidia-leading-profitable-ai-stocks-for-september?cid=CS-STOCKNEWSAPI-FT-analyst_blog|rw-2747712,Broadcom & NVIDIA: Leading Profitable AI Stocks for September,"Broadcom and NVIDIA emerge as top picks this month, boasting strong net income ratios and AI-driven growth momentum.",Zacks Investment Research,"Fri, 14 Nov 2025 13:26:07 -0500",[],NVDA,Positive,0.13423425618314244,0.155593004443132,0.7101727393737255
https://www.fool.com/investing/2025/11/14/where-will-nvidia-stock-be-in-10-years/,Where Will Nvidia Stock Be in 10 Years?,"Nvidia's hardware and software play central roles in AI development, and it's rolling out new products that bring it up a notch. It's constantly announcing new partnerships that cement its leading position.",The Motley Fool,"Fri, 14 Nov 2025 13:19:00 -0500",[],NVDA,Positive,0.2724589743611144,0.17729169682241175,0.5502493288164738
https://www.zacks.com/commentary/2764777/are-ai-stocks-in-a-bubble?cid=CS-STOCKNEWSAPI-FT-investment_ideas-2764777,Are AI Stocks in a Bubble?,"We are now three years into the AI boom, and understandably, many investors are asking: is this a bubble? My view is, not yet.",Zacks Investment Research,"Fri, 14 Nov 2025 13:11:07 -0500",[],NVDA,Positive,0.3600569105352605,0.23952227233532544,0.400420817129414
https://www.zacks.com/commentary/2766589/3-top-ai-stocks-push-record-highs-again-nvda-anet-vrt?cid=CS-STOCKNEWSAPI-FT-investment_ideas-2766589,"3 Top AI Stocks Push Record Highs Again (NVDA, ANET, VRT)","As the bull market and AI data center buildout gain momentum, Nvidia ( NVDA ), Arista Networks ( ANET ), and Vertiv ( VRT ) continue to lead the way, and for good reason. While many new opportunities have emerged to play the AI theme, these three remain, in my view, the lowest-risk and most structurally important players in the space.",Zacks Investment Research,"Fri, 14 Nov 2025 13:11:05 -0500",['StocksToWatch'],NVDA,Positive,0.11320068498934349,0.13682143652533324,0.7499778784853232
https://www.youtube.com/watch?v=cgl3owEGAaU,"The Big 3: TSLA, NVDA, PLTR",Tim Bohen (@Stockstotrade) doubles down on his A.I. thesis and discredits Michael Burry's shorts against Nvidia (NVDA) and Palantir (PLTR).,Schwab Network,"Fri, 14 Nov 2025 13:00:48 -0500",[],NVDA,Negative,0.5907695565393777,0.24931251756763767,0.15991792589298456
https://www.zacks.com/commentary/2755386/these-ai-stocks-are-spiking-and-openai-could-be-the-first-trillion-dollar-ipo?cid=CS-STOCKNEWSAPI-FT-investment_ideas-2755386,These AI Stocks are Spiking and OpenAI could be the first Trillion Dollar IPO,Nvidia and its AI partners saw their stocks surge on Monday after the chip giant announced plans to invest $100 billion in OpenAI.,Zacks Investment Research,"Fri, 14 Nov 2025 12:56:07 -0500",[],NVDA,Positive,0.20900729683017266,0.20713355240192763,0.5838591507678996
https://www.proactiveinvestors.com/companies/news/1082558?SNAPI,Nvidia set to top third quarter expectations on continued AI strength: analysts,"Nvidia Corp (NASDAQ:NVDA, ETR:NVD) is scheduled to release its third quarter earnings on November 19 after markets close, with Wedbush analysts projecting continued strength in its AI-driven business. Wall Street analysts on average expect Nvidia's sales to surge 55% to $54.59 billion and earnings per share to jump to $1.24 from $0.81.",Proactive Investors,"Fri, 14 Nov 2025 12:14:11 -0500",[],NVDA,Positive,0.17720645187548145,0.2758299821645349,0.5469635659599836
https://www.youtube.com/watch?v=mMEECOCyyTo,NVDA Gets More Bullish Momentum Before Earnings,"Despite the big tech sell-off, Morgan Stanley, Oppenheimer, and Wells Fargo all gave praise to Nvidia (NVDA) through a slew of price target hikes on bullish growth expectations. Marley Kayden takes investors through what analysts are thinking as markets brace for what will likely be next week's biggest catalyst.",Schwab Network,"Fri, 14 Nov 2025 11:30:17 -0500",['earnings'],NVDA,Positive,0.24456081783502953,0.2774224408534543,0.4780167413115163
https://www.zacks.com/stock/news/2791335/wall-street-analysts-believe-nvidia-nvda-could-rally-25-29-here-s-is-how-to-trade?cid=CS-STOCKNEWSAPI-FT-tale_of_the_tape|consensus_price_target-2791335,Wall Street Analysts Believe Nvidia (NVDA) Could Rally 25.29%: Here's is How to Trade,"The mean of analysts' price targets for Nvidia (NVDA) points to a 25.3% upside in the stock. While this highly sought-after metric has not proven reasonably effective, strong agreement among analysts in raising earnings estimates does indicate an upside in the stock.",Zacks Investment Research,"Fri, 14 Nov 2025 10:56:01 -0500",[],NVDA,Positive,0.29957988340229463,0.17381367174405976,0.5266064448536456
https://finbold.com/analysts-revise-nvidia-stock-price-target-4/?utm_source=snapi,Analysts revise Nvidia stock price target,Nvidia (NASDAQ: NVDA) is back in the spotlight ahead of its third-quarter earnings report scheduled for November 19. This comes as Wall Street updates its Nvidia stock price targets and raises the 12-month NVDA price forecast across multiple firms.,Finbold,"Fri, 14 Nov 2025 10:48:03 -0500",[],NVDA,Positive,0.24980282155760453,0.2881464926484028,0.4620506857939926
https://invezz.com/news/2025/11/14/nvidia-stock-why-did-morgan-stanley-raise-its-price-target-before-earnings/?utm_source=snapi,Nvidia stock: why did Morgan Stanley raise its price target before earnings?,"Morgan Stanley just doubled down on its bullish Nvidia bet, raising its price target to $220 from $210 just days before the chip giant's pivotal earnings report on November 19.",Invezz,"Fri, 14 Nov 2025 10:42:42 -0500",[],NVDA,Positive,0.26195133595784587,0.36682491788273436,0.3712237461594197
https://www.barrons.com/articles/nvidia-stock-price-drop-1ef54c20,Nvidia Stock Drops Again. What Could Stop the Slide.,The decline puts pressure on the chip maker to deliver with its earnings report on Wednesday.,Barrons,"Fri, 14 Nov 2025 10:30:00 -0500",['paywall'],NVDA,Negative,0.45333256106266234,0.28121688733520356,0.2654505516021341
https://www.investors.com/news/technology/nvdia-stock-nvda-fiscal-q3-2026-earnings-preview/,Wall Street Doubles Down On Nvidia Amid AI Stock Slump,Wall Street analysts are expressing confidence in Nvidia stock to regain its mojo ahead of the AI chip leader's earnings report next week.,Investors Business Daily,"Fri, 14 Nov 2025 10:27:50 -0500",[],NVDA,Positive,0.16180958219470787,0.28105964471224365,0.5571307730930485
https://www.investors.com/research/earnings-preview/nvidia-stock-wavers-earnings-ai-sell-off/,Nvidia Stock Wavers With Earnings Due As AI Sell-Off Intensifies,Sellers have started to hit Nvidia stock and several other AI stocks after massive price runs. Nvidia is next up on the earnings calendar.,Investors Business Daily,"Fri, 14 Nov 2025 10:16:25 -0500","['earnings', 'paywall']",NVDA,Positive,0.23769264456864098,0.2558716722171848,0.5064356832141742
https://www.zacks.com/stock/news/2791206/insights-into-nvidia-nvda-q3-wall-street-projections-for-key-metrics?cid=CS-STOCKNEWSAPI-FT-fundamental_analysis|nfm_preview-2791206,Insights Into Nvidia (NVDA) Q3: Wall Street Projections for Key Metrics,"Besides Wall Street's top-and-bottom-line estimates for Nvidia (NVDA), review projections for some of its key metrics to gain a deeper understanding of how the company might have fared during the quarter ended October 2025.",Zacks Investment Research,"Fri, 14 Nov 2025 10:15:32 -0500",[],NVDA,Positive,0.12538787103975774,0.41114908088103547,0.4634630480792069
https://www.youtube.com/watch?v=MayLDZAvUz4,"NVDA Price Target Hikes, STUB Shows No Guidance, MRK Buying CDTX",Nvidia (NVDA) got bullish momentum from Wells Fargo and Morgan Stanley ahead of next week's earnings. Diane King Hall talks about what analysts expect from Nvidia's long-term prospects.,Schwab Network,"Fri, 14 Nov 2025 10:00:46 -0500",[],NVDA,Positive,0.1484251473350767,0.24360055961866506,0.6079742930462582
https://seekingalpha.com/article/4843832-nvidia-stock-forecast-the-path-to-6-trillion,Nvidia Stock Forecast: The Path To $6 Trillion,"Below, I explain why Nvidia Corporation stock has the potential to outperform the indexes — and how we're positioning to capture even greater returns from lesser-known stocks. NVDA had a GAAP operating margin of 60.8% in Q2 and an adjusted operating margin of 64.5% with over $13 billion in cash flow for the quarter. Looking forward, what I am dubbing as “Nvidia 3.0” will be the shift from 8-GPU server-scale systems to 72-GPU rack-scale systems.",Seeking Alpha,"Fri, 14 Nov 2025 10:00:45 -0500",['paylimitwall'],NVDA,Positive,0.2397968549220693,0.335107385800981,0.42509575927694965
https://seekingalpha.com/article/4843864-baron-fifth-avenue-growth-fund-q3-2025-performance-update,Baron Fifth Avenue Growth Fund Q3 2025 Performance Update,"Baron Fifth Avenue Growth Fund gained 5.7% during the third quarter, lagging the 10.5% gain for the Russell 1000 Growth Index and the 8.1% gain for the S&P 500 Index, the Fund's benchmarks. NVIDIA reported mid-term visibility of tens of GWs in AI buildouts, with each GW representing an estimated $35 billion total addressable market. Growth was broad-based across Shopify's core e-commerce merchant base and supported by successful expansion into offline, international, and business-to-business channels, which grew 29%, 42%, and 101%, respectively.",Seeking Alpha,"Fri, 14 Nov 2025 10:00:00 -0500",['paylimitwall'],NVDA,Positive,0.1356959287018769,0.22875610550823028,0.6355479657898928
https://247wallst.com/investing/2025/11/14/wall-street-is-still-pounding-the-table-over-mp-gps-and-nvda/?utm_source=snapi,"Wall Street is Still Pounding the Table Over MP, GPS and NVDA","(function(w,i,g){w[g]=w[g]||[];if(typeof w[g].push=='function')w[g].push(i)}) (window,'G-0CCJNW2GVQ','google_tags_first_party'); window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('set', 'developer_id.dY2E1Nz', true); !function(){""use strict"";const t={adt_ei:{identityApiKey:""plainText"",source:""url"",type:""plaintext"",priority:1},adt_eih:{identityApiKey:""sha256"",source:""urlh"",type:""hashed"",priority:2},sh_kit:{identityApiKey:""sha256"",source:""urlhck"",type:""hashed"",priority:3}},e=Object.keys(t);function i(t){return function(t){const e=t.match(/((?=([a-z0-9._!",24/7 Wall Street,"Fri, 14 Nov 2025 09:48:01 -0500",[],NVDA,Positive,0.2514891184821727,0.3382043513683145,0.41030653014951274
https://seekingalpha.com/article/4843822-nvidia-being-greedy-before-earnings-while-others-hesitate,Nvidia: Being Greedy Before Earnings While Others Hesitate,"AI infrastructure spending remains aggressive, supporting Nvidia Corporation's data center GPU sales and positioning it as the main beneficiary of the expanding TAM. Valuation analysis shows NVDA stock is substantially undervalued, with a 12-month target price of $309.5, well above current levels and consensus estimates. Despite broader market caution, NVDA's strong fundamentals and history of earnings beats reinforce confidence in robust upcoming results.",Seeking Alpha,"Fri, 14 Nov 2025 09:45:12 -0500","['earnings', 'paylimitwall']",NVDA,Positive,0.14615733801149525,0.20152505995955597,0.6523176020289487
https://www.fool.com/investing/2025/11/14/bitcoin-will-be-worth-more-than-nvidia-by-2030/,Prediction: Bitcoin Will Be Worth More Than Nvidia by 2030,"Top Nvidia customers, including Google, Amazon, and Microsoft, are all developing their own AI chips to reduce their dependence on the chip giant. Bitcoin doesn't need to justify earnings multiples or fight off competitors since it operates as digital gold rather than a business.",The Motley Fool,"Fri, 14 Nov 2025 09:41:00 -0500",[],NVDA,Positive,0.1957356369575097,0.2812345747796256,0.5230297882628647
https://247wallst.com/investing/2025/11/14/nvidia-reports-earnings-next-week-how-big-of-a-blowout-will-it-be/?utm_source=snapi,Nvidia Reports Earnings Next Week. How Big of a Blowout Will It Be?,"Nvidia ( NASDAQ:NVDA ) stands as the undisputed leader in artificial intelligence (AI) chips, powering data centers and enabling breakthroughs in generative AI.",24/7 Wall Street,"Fri, 14 Nov 2025 09:32:00 -0500",['earnings'],NVDA,Positive,0.3783557993612212,0.15404783959953527,0.4675963610392435
https://seekingalpha.com/article/4843816-nvidia-unsellable-love-hate-holding-why-less-is-more,Nvidia: Unsellable Love-Hate Holding - Why Less Is More,"Nvidia Corporation heads into Q3 earnings after a flat quarter for the stock, with expectations for another strong revenue beat driven by hyperscaler Capex trends. NVDA's heavy index weighting poses systemic risk, so I maintain an underweight position to balance participation and manage this risk. The NVDA growth story continues, but lofty valuations warrant a prudent allocation ahead of earnings.",Seeking Alpha,"Fri, 14 Nov 2025 09:27:58 -0500",['paylimitwall'],NVDA,Positive,0.14553599747211804,0.3201851708000635,0.5342788317278185
https://www.fxempire.com/forecasts/article/nvda-intc-and-amd-forecast-chip-stocks-look-soft-in-early-friday-trading-1561223,"NVDA, INTC and AMD Forecast – Chip Stocks Look Soft in Early Friday Trading","Tech stocks appear set for a weak open, with Nvidia, Intel, and AMD all showing early pressure. Key support levels and major moving averages sit below current pricing, suggesting potential buying opportunities once markets stabilize and show renewed strength.",FXEmpire,"Fri, 14 Nov 2025 09:15:20 -0500",[],NVDA,Positive,0.1478220415788317,0.19626313311643961,0.6559148253047288
